Ano,cod_ibge,Municipio,Furto de veículo 2020,Furto outros 2020,Homicídio culposo outros 2020,Homicídio culposo por acidente de trânsito 2020,Latrocínio 2020,Lesão corporal culposa outras 2020,Lesão corporal culposa por acidente de trânsito 2020,Lesão corporal dolosa 2020,Vítimas de homicídio 2020,Tentativa de homicídio 2020,Total de estupro 2020,Total de Roubo 2020,Indice Criminalidade 2020,Classificação 2020
2020,3500105,Adamantina,5,115,0,0,0,2,145,164,0,2,5,2,0.21221042424925993,Baixo
2020,3500204,Adolfo,2,32,0,0,0,0,1,16,0,0,2,2,0.22728461920572268,Baixo
2020,3500303,Aguai,8,171,0,2,0,1,8,75,3,0,6,26,0.1303237889651929,Muito Baixo
2020,3500402,Aguas da Prata,2,39,0,2,0,0,7,23,0,0,5,0,0.17746433839854833,Muito Baixo
2020,3500501,Aguas de Lindoia,14,103,0,2,0,1,7,30,1,1,6,10,0.11639902257938915,Muito Baixo
2020,3500550,Aguas de Santa Barbara,1,32,0,1,0,0,7,24,1,0,1,4,0.17641729761147162,Muito Baixo
2020,3500600,Aguas de Sao Pedro,3,28,0,0,0,1,3,6,0,0,0,2,0.2048088394048688,Baixo
2020,3500709,Agudos,22,297,0,4,0,1,52,158,3,3,11,22,0.26254367653290916,Baixo
2020,3500758,Alambari,1,30,0,1,0,0,11,25,0,0,2,5,0.21911105781505552,Baixo
2020,3500808,Alfredo Marcondes,0,14,0,0,0,0,4,11,0,0,2,1,0.10276814935525204,Muito Baixo
2020,3500907,Altair,0,20,1,1,0,0,1,16,1,0,1,0,0.26229921396135836,Baixo
2020,3501004,Altinopolis,9,102,0,6,0,0,25,48,0,1,8,8,0.1880196132117539,Muito Baixo
2020,3501103,Alto Alegre,1,15,0,0,0,0,2,7,0,2,1,0,0.07907167831354207,Muito Baixo
2020,3501152,Aluminio,19,88,0,2,0,0,22,44,3,1,4,10,0.15079609383947315,Muito Baixo
2020,3501202,Alvares Florence,1,44,0,1,0,0,8,20,0,0,2,3,0.3488485419139788,Baixo
