Região Geográfica Intermediária,Nome Região Geográfica Intermediária,Região Geográfica Imediata,Nome Região Geográfica Imediata,Janeiro 2018,Fevereiro 2018,Marco 2018,Abril 2018,Maio 2018,Junho 2018,Julho 2018,Agosto 2018,Setembro 2018,Outubro 2018,Novembro 2018,Dezembro 2018,Total,municipios,cod_ibge,reg_administrativa,reg_metropolitanas,Verificado
3506,Araçatuba,350023,Birigui - Penápolis,0,0,0,0,0,0,0,0,0,0,0,0,0,Alto Alegre,3501103,RA de Araçatuba,Demais municípios,True
3506,Araçatuba,350024,Andradina,4,6,3,4,13,8,8,4,4,7,3,1,65,Andradina,3502101,RA de Araçatuba,Demais municípios,True
3506,Araçatuba,350022,Araçatuba,35,24,43,26,34,23,21,22,31,34,33,24,350,Araçatuba,3502804,RA de Araçatuba,Demais municípios,True
3506,Araçatuba,350022,Araçatuba,0,0,0,0,0,0,1,1,0,1,0,1,4,Auriflama,3504206,RA de Araçatuba,Demais municípios,True
3506,Araçatuba,350023,Birigui - Penápolis,0,1,0,0,2,2,0,0,0,1,2,1,9,Avanhandava,3504404,RA de Araçatuba,Demais municípios,True
3506,Araçatuba,350023,Birigui - Penápolis,0,0,0,0,0,0,1,0,0,0,0,1,2,Barbosa,3505104,RA de Araçatuba,Demais municípios,True
3506,Araçatuba,350022,Araçatuba,1,0,0,0,0,0,0,0,0,0,0,0,1,Bento de Abreu,3506201,RA de Araçatuba,Demais municípios,True
3506,Araçatuba,350023,Birigui - Penápolis,0,0,1,0,1,1,1,1,1,0,0,0,6,Bilac,3506409,RA de Araçatuba,Demais municípios,True
3506,Araçatuba,350023,Birigui - Penápolis,21,18,26,20,13,22,9,13,13,10,17,11,193,Birigui,3506508,RA de Araçatuba,Demais municípios,True
3506,Araçatuba,350023,Birigui - Penápolis,0,0,0,0,2,0,0,0,0,0,0,1,3,Braúna,3507704,RA de Araçatuba,Demais municípios,True
3506,Araçatuba,350023,Birigui - Penápolis,0,0,0,0,0,0,1,0,0,1,0,0,2,Brejo Alegre,3507753,RA de Araçatuba,Demais municípios,True
3506,Araçatuba,350023,Birigui - Penápolis,1,0,3,0,0,0,1,0,1,3,3,2,14,Buritama,3508108,RA de Araçatuba,Demais municípios,True
3506,Araçatuba,350024,Andradina,5,1,2,1,3,1,0,2,1,0,2,1,19,Castilho,3511003,RA de Araçatuba,Demais municípios,True
3506,Araçatuba,350023,Birigui - Penápolis,0,0,0,1,0,0,0,1,0,0,1,0,3,Clementina,3511904,RA de Araçatuba,Demais municípios,True
3506,Araçatuba,350023,Birigui - Penápolis,0,1,0,0,0,0,0,0,0,0,0,0,1,Coroados,3512506,RA de Araçatuba,Demais municípios,True
3506,Araçatuba,350023,Birigui - Penápolis,0,0,0,0,0,1,0,0,0,0,0,0,1,Gabriel Monteiro,3516507,RA de Araçatuba,Demais municípios,True
3506,Araçatuba,350022,Araçatuba,0,0,0,0,0,0,0,0,0,0,0,0,0,Gastão Vidigal,3516804,RA de Araçatuba,Demais municípios,True
3506,Araçatuba,350022,Araçatuba,1,0,2,0,0,1,0,0,1,1,0,0,6,General Salgado,3516903,RA de Araçatuba,Demais municípios,True
3506,Araçatuba,350023,Birigui - Penápolis,0,0,0,0,1,0,0,0,0,0,0,0,1,Glicério,3517109,RA de Araçatuba,Demais municípios,True
3506,Araçatuba,350022,Araçatuba,1,2,2,3,3,2,0,2,4,3,2,2,26,Guararapes,3518206,RA de Araçatuba,Demais municípios,True
3506,Araçatuba,350024,Andradina,0,0,1,0,0,0,0,0,0,0,0,0,1,Guaraçaí,3517802,RA de Araçatuba,Demais municípios,True
3506,Araçatuba,350022,Araçatuba,1,0,0,0,0,1,1,0,0,1,0,0,4,Guzolândia,3518909,RA de Araçatuba,Demais municípios,True
3506,Araçatuba,350024,Andradina,5,0,0,2,0,1,0,5,1,0,0,0,14,Ilha Solteira,3520442,RA de Araçatuba,Demais municípios,True
3506,Araçatuba,350024,Andradina,1,0,0,0,0,0,0,0,0,0,0,0,1,Itapura,3523008,RA de Araçatuba,Demais municípios,True
3506,Araçatuba,350024,Andradina,0,1,0,0,0,0,0,0,0,0,0,0,1,Lavínia,3526506,RA de Araçatuba,Demais municípios,True
3506,Araçatuba,350023,Birigui - Penápolis,0,0,0,0,1,0,0,0,0,0,0,0,1,Lourdes,3527256,RA de Araçatuba,Demais municípios,True
3506,Araçatuba,350023,Birigui - Penápolis,0,0,0,0,0,0,0,0,0,0,0,0,0,Luiziânia,3527702,RA de Araçatuba,Demais municípios,True
3506,Araçatuba,350024,Andradina,0,0,1,0,1,0,3,1,3,0,0,0,9,Mirandópolis,3530102,RA de Araçatuba,Demais municípios,True
