Ano,cod_ibge,Municipio,Furto de veículo 2018,Furto outros 2018,Homicídio culposo outros 2018,Homicídio culposo por acidente de trânsito 2018,Latrocínio 2018,Lesão corporal culposa outras 2018,Lesão corporal culposa por acidente de trânsito 2018,Lesão corporal dolosa 2018,Vítimas de homicídio 2018,Tentativa de homicídio 2018,Total de estupro 2018,Total de Roubo 2018,Indice Criminalidade 2018,Classificação 2018
2018,3515707,Ferraz de Vasconcelos,300,933,1,3,2,108,85,324,8,6,37,1283,0.11473441164849414,Muito Baixo
2018,3515806,Flora Rica,0,6,0,0,0,0,1,8,0,0,0,1,0.20846699836221136,Baixo
2018,3515905,Floreal,1,30,0,1,0,1,7,21,0,0,0,1,0.4793507348074967,Médio
2018,3516002,Florida Paulista,0,32,0,2,0,3,28,52,2,2,8,1,0.1550125079205059,Muito Baixo
2018,3516200,Franca,554,4863,4,36,2,31,989,886,11,21,46,455,0.2738681958167291,Baixo
2018,3516309,Francisco Morato,176,1008,0,3,0,5,103,180,19,5,51,1008,0.05732858415752183,Muito Baixo
2018,3516408,Franco da Rocha,154,766,1,8,1,1,150,507,12,13,72,647,0.18066477890207278,Muito Baixo
2018,3516507,Gabriel Monteiro,1,5,0,0,0,0,4,7,0,0,1,1,0.05158437994877849,Muito Baixo
2018,3516606,Galia,1,71,0,2,0,0,4,40,0,0,2,9,0.38938848464507597,Baixo
2018,3516705,Garca,37,639,0,0,0,5,153,209,1,2,14,45,0.3899968057190782,Baixo
2018,3516804,Gastao Vidigal,0,14,0,1,0,0,1,24,0,1,1,0,0.3141657965076273,Baixo
2018,3516853,Gaviao Peixoto,5,16,0,0,0,0,5,16,2,0,2,2,0.13814833326286283,Muito Baixo
2018,3516903,General Salgado,5,49,0,2,0,1,13,37,0,0,5,6,0.16650480967238515,Muito Baixo
2018,3517000,Getulina,1,78,0,2,0,0,11,56,1,1,13,5,0.29625739030990705,Baixo
2018,3517109,Glicerio,0,30,0,1,0,0,4,19,0,0,2,1,0.23946866533033362,Baixo
2018,3517208,Guaicara,8,172,0,3,0,2,12,50,2,2,3,19,0.3951870501438334,Baixo
2018,3517307,Guaimbe,0,36,0,1,0,0,3,54,1,0,0,1,0.5158927171142149,Médio
2018,3517406,Guaira,27,563,0,1,0,5,87,270,5,6,18,24,0.4916398144396883,Médio
2018,3517505,Guapiacu,8,122,0,3,0,5,30,64,0,1,6,11,0.16741751650086567,Muito Baixo
2018,3517604,Guapiara,7,108,1,0,0,0,18,56,0,0,7,7,0.1570944477499837,Muito Baixo
2018,3517703,Guara,9,429,0,2,0,0,15,104,1,1,2,17,0.5272475563048259,Médio
2018,3517802,Guaracai,2,46,0,3,0,0,11,40,0,0,1,1,0.2743497662022281,Baixo
2018,3517901,Guaraci,6,74,0,1,0,3,24,81,0,4,2,2,0.4392075040450286,Médio
2018,3518008,Guarani d'Oeste,1,11,0,0,0,0,1,10,0,2,3,0,0.24714635414887506,Baixo
2018,3518107,Guaranta,0,75,0,1,0,0,12,46,0,2,4,8,0.4503010999755139,Médio
2018,3518206,Guararapes,10,310,0,4,0,12,91,107,3,3,6,26,0.2473552400315575,Baixo
2018,3518305,Guararema,18,290,1,4,0,0,42,104,2,8,13,63,0.24193643341111917,Baixo
2018,3518404,Guaratingueta,68,917,1,9,0,10,336,226,40,41,19,330,0.12619615722913302,Muito Baixo
2018,3518503,Guarei,12,125,0,3,0,0,12,29,1,2,2,10,0.1411432981153057,Muito Baixo
2018,3518602,Guariba,35,279,0,1,0,1,13,82,3,5,12,65,0.13392733981974472,Muito Baixo
2018,3518701,Guaruja,262,2626,0,18,1,20,349,765,22,44,73,2428,0.182500807384681,Muito Baixo
2018,3518800,Guarulhos,2936,10380,4,94,3,47,1198,2424,89,68,380,7215,0.15126442496720127,Muito Baixo
2018,3518859,Guatapara,5,65,0,0,0,0,8,52,0,3,2,10,0.41310808821142647,Médio
2018,3518909,Guzolandia,1,59,0,2,0,0,4,24,0,1,5,4,0.40518174324989376,Médio
2018,3519006,Herculandia,4,47,0,4,0,0,9,26,0,0,1,0,0.1548308669266031,Muito Baixo
2018,3519055,Holambra,7,101,0,0,0,1,38,37,0,0,2,7,0.14930427019153675,Muito Baixo
2018,3519071,Hortolandia,562,1460,1,19,1,10,399,610,23,13,63,1106,0.17705519345050486,Muito Baixo
2018,3519105,Iacanga,5,122,0,0,0,1,5,71,1,0,10,3,0.4422996105716414,Médio
2018,3519204,Iacri,1,35,0,1,0,0,21,30,0,1,1,1,0.23735705244580058,Baixo
2018,3519253,Iaras,1,23,0,0,0,0,2,32,2,4,3,1,0.16213781460251547,Muito Baixo
2018,3519303,Ibate,24,261,0,4,0,0,21,95,3,5,5,51,0.18827595999792535,Muito Baixo
2018,3519402,Ibira,7,125,0,0,0,0,20,65,0,0,4,10,0.3622454572462277,Baixo
2018,3519501,Ibirarema,3,27,0,0,0,0,4,20,2,0,2,7,0.1166751826268813,Muito Baixo
2018,3519600,Ibitinga,58,741,0,7,1,4,208,385,5,4,20,45,0.4599632813323311,Médio
2018,3519709,Ibiuna,117,633,0,12,1,5,120,284,11,9,55,132,0.2548000833646931,Baixo
2018,3519808,Icem,3,58,0,2,0,0,1,36,4,1,3,1,0.26786455528112346,Baixo
2018,3519907,Iepe,2,32,0,0,0,0,4,40,0,0,2,0,0.22873325348666862,Baixo
2018,3520004,Igaracu do Tiete,17,227,0,0,0,0,30,75,1,3,9,18,0.214635783077519,Baixo
2018,3520103,Igarapava,11,285,0,0,0,0,27,69,1,2,7,38,0.18776928329825565,Muito Baixo
2018,3520202,Igarata,7,144,0,6,0,1,6,33,2,0,4,23,0.3327377965095914,Baixo
2018,3520301,Iguape,26,473,0,7,1,0,64,159,2,2,10,42,0.45232808893374954,Médio
2018,3520400,Ilhabela,21,514,0,1,0,0,12,384,2,6,16,31,0.7607629126515869,Alto
2018,3520426,Ilha Comprida,20,514,0,0,0,1,45,99,0,5,13,38,1.0,Muito Alto
2018,3520442,Ilha Solteira,11,412,1,3,0,3,55,90,2,3,13,14,0.33680727614011763,Baixo
2018,3520509,Indaiatuba,123,1759,0,19,0,5,422,708,7,5,83,403,0.16996501607176295,Muito Baixo
2018,3520608,Indiana,1,38,0,4,0,0,16,21,0,0,0,3,0.2798895071867718,Baixo
2018,3520707,Indiapora,3,19,0,2,0,0,4,20,0,0,1,1,0.2653246752408651,Baixo
2018,3520806,Inubia Paulista,1,12,0,1,0,0,5,9,0,0,0,0,0.08944773090117841,Muito Baixo
2018,3520905,Ipaussu,13,95,0,1,0,0,17,90,1,0,4,3,0.35659150166497666,Baixo
2018,3521002,Ipero,15,203,0,0,0,0,28,153,2,8,15,30,0.2236373579925691,Baixo
2018,3521101,Ipeuna,11,94,0,3,0,3,3,22,0,1,2,13,0.35029825856493474,Baixo
2018,3521150,Ipigua,0,49,0,0,0,0,14,16,0,0,1,1,0.15232256052496831,Muito Baixo
2018,3521200,Iporanga,0,34,0,0,0,0,1,9,0,1,5,1,0.12412629789647872,Muito Baixo
2018,3521309,Ipua,10,145,0,0,0,0,3,40,0,2,4,8,0.19549838751646326,Muito Baixo
2018,3521408,Iracemapolis,29,144,0,0,0,1,35,91,1,3,6,18,0.23537461292470235,Baixo
2018,3521507,Irapua,3,79,0,4,0,0,7,50,0,0,4,4,0.47708659369383194,Médio
2018,3521606,Irapuru,0,53,0,0,0,0,15,49,0,0,1,2,0.3470652677750243,Baixo
2018,3521705,Itabera,3,77,0,5,0,0,26,109,1,1,12,6,0.29326737570210043,Baixo
2018,3521804,Itai,7,153,1,5,0,2,36,74,4,1,10,9,0.1597253979822186,Muito Baixo
2018,3521903,Itajobi,9,73,1,4,0,1,19,37,0,0,3,2,0.10744377329535061,Muito Baixo
2018,3522000,Itaju,0,25,0,0,0,0,5,8,2,0,1,0,0.11575587919228045,Muito Baixo
2018,3522109,Itanhaem,194,2402,0,15,0,8,198,448,25,15,65,852,0.501253127551935,Médio
2018,3522158,Itaoca,3,15,0,0,0,0,2,20,0,0,3,0,0.2822521099273787,Baixo
2018,3522208,Itapecerica da Serra,183,710,0,6,2,1,177,393,13,16,41,1076,0.10749067123959331,Muito Baixo
2018,3522307,Itapetininga,146,1395,0,15,0,10,508,564,3,3,55,220,0.24112529788885986,Baixo
2018,3522406,Itapeva,47,768,3,8,0,12,235,327,1,5,43,67,0.23014858675927302,Baixo
2018,3522505,Itapevi,333,956,0,10,1,9,273,466,27,23,109,1044,0.08903597771515233,Muito Baixo
