Ano,cod_ibge,Municipio,Furto de veículo 2016,Furto outros 2016,Homicídio culposo outros 2016,Homicídio culposo por acidente de trânsito 2016,Latrocínio 2016,Lesão corporal culposa outras 2016,Lesão corporal culposa por acidente de trânsito 2016,Lesão corporal dolosa 2016,Vítimas de homicídio 2016,Tentativa de homicídio 2016,Total de estupro 2016,Total de Roubo 2016,Indice Criminalidade 2016,Classificação 2016
2016,3500105,Adamantina,16,222,0,2,0,9,191,171,1,5,6,4,0.2047180318277822,Baixo
2016,3500204,Adolfo,1,33,0,1,0,3,3,19,0,0,2,2,0.2385419805436527,Baixo
2016,3500303,Aguai,32,372,0,5,0,3,67,103,1,6,1,78,0.19845679849122685,Muito Baixo
2016,3500402,Aguas da Prata,2,57,0,0,0,2,13,23,1,0,3,7,0.13743790376168477,Muito Baixo
2016,3500501,Aguas de Lindoia,35,112,0,2,0,0,24,90,1,3,5,20,0.21876515135916938,Baixo
2016,3500550,Aguas de Santa Barbara,2,47,0,1,0,0,13,31,0,0,2,3,0.20264512939711213,Baixo
2016,3500600,Aguas de Sao Pedro,2,30,0,0,0,1,3,11,0,0,1,2,0.21956802877705495,Baixo
2016,3500709,Agudos,32,408,0,6,0,1,96,245,3,7,11,42,0.3301015024345462,Baixo
2016,3500758,Alambari,4,32,0,1,0,0,0,28,1,1,3,4,0.203529651327377,Baixo
2016,3500808,Alfredo Marcondes,2,30,0,1,0,0,4,11,1,1,0,0,0.1236822468376502,Muito Baixo
2016,3500907,Altair,2,35,0,0,0,2,3,25,0,0,2,0,0.31557443323346135,Baixo
2016,3501004,Altinopolis,6,148,0,4,0,0,27,73,2,2,5,21,0.21601893121863194,Baixo
2016,3501103,Alto Alegre,0,16,0,1,0,0,9,8,0,0,1,0,0.05850401151833493,Muito Baixo
2016,3501152,Aluminio,13,132,0,1,0,0,24,52,1,0,6,16,0.13843504475993101,Muito Baixo
2016,3501202,Alvares Florence,0,57,0,0,0,1,12,39,0,0,0,1,0.47448099680049316,Médio
2016,3501301,Alvares Machado,10,239,0,3,0,1,86,106,7,2,1,12,0.20062485287354595,Baixo
2016,3501400,Alvaro de Carvalho,0,46,0,0,0,0,3,23,0,0,2,13,0.21987783649465267,Baixo
2016,3501509,Alvinlandia,0,26,0,0,0,0,2,20,0,0,1,2,0.2829134695401202,Baixo
