Ano,cod_ibge,Municipio,Furto de veículo 2022,Furto outros 2022,Homicídio culposo outros 2022,Homicídio culposo por acidente de trânsito 2022,Latrocínio 2022,Lesão corporal culposa outras 2022,Lesão corporal culposa por acidente de trânsito 2022,Lesão corporal dolosa 2022,Vítimas de homicídio 2022,Tentativa de homicídio 2022,Total de estupro 2022,Total de Roubo 2022,Indice Criminalidade 2022,Classificação 2022
2022,3500105,Adamantina,3,219,0,3,0,14,150,137,1,2,4,6,0.20446267823103553,Baixo
2022,3500204,Adolfo,4,40,0,1,0,1,1,24,2,0,3,0,0.34004053544386936,Baixo
2022,3500303,Aguai,9,209,0,5,0,2,9,116,2,2,13,20,0.1856195149958248,Muito Baixo
2022,3500402,Aguas da Prata,2,46,0,2,0,1,8,26,0,0,2,1,0.18716396446796232,Muito Baixo
2022,3500501,Aguas de Lindoia,21,100,0,2,0,1,16,47,0,0,4,5,0.13187372696364721,Muito Baixo
2022,3500550,Aguas de Santa Barbara,0,73,0,2,0,0,11,19,0,1,2,3,0.19154410503443722,Muito Baixo
2022,3500600,Aguas de Sao Pedro,5,25,0,0,0,0,1,12,0,1,0,1,0.2659448773156922,Baixo
2022,3500709,Agudos,19,312,0,5,0,3,55,143,5,4,17,21,0.2224336280609636,Baixo
2022,3500758,Alambari,5,42,0,3,0,0,7,22,0,1,2,5,0.21596600888416742,Baixo
2022,3500808,Alfredo Marcondes,0,15,0,0,0,0,4,12,0,1,0,1,0.0782701651836831,Muito Baixo
2022,3500907,Altair,0,20,0,0,0,0,0,9,0,0,2,1,0.10812349487213223,Muito Baixo
2022,3501004,Altinopolis,9,141,0,1,0,1,22,59,1,0,6,4,0.2044575931793972,Baixo
2022,3501103,Alto Alegre,1,15,1,0,0,1,5,8,0,0,1,0,0.08266038781842551,Muito Baixo
2022,3501152,Aluminio,16,125,0,6,0,0,37,29,0,1,2,25,0.11767355136896433,Muito Baixo
2022,3501202,Alvares Florence,2,31,0,0,0,1,5,18,0,0,3,0,0.25519344916558245,Baixo
2022,3501301,Alvares Machado,6,122,1,1,0,1,52,85,5,4,12,7,0.12416273101794464,Muito Baixo
2022,3501400,Alvaro de Carvalho,1,32,0,0,0,1,1,20,0,0,3,2,0.20907767491651466,Baixo
2022,3501509,Alvinlandia,0,9,0,0,0,0,2,9,0,0,0,0,0.09547222693556573,Muito Baixo
2022,3501608,Americana,960,2314,0,23,0,9,710,675,12,8,41,327,0.2429942745682117,Baixo
2022,3501707,Americo Brasiliense,22,224,0,2,2,2,33,115,5,4,14,39,0.18717578835479293,Muito Baixo
2022,3501806,Americo de Campos,1,45,0,2,0,1,8,21,0,0,2,3,0.2144394446177596,Baixo
2022,3501905,Amparo,41,329,0,4,0,1,64,194,0,2,23,30,0.1198228753993426,Muito Baixo
2022,3502002,Analandia,6,37,0,0,0,0,7,19,1,0,1,6,0.23670640008975916,Baixo
2022,3502101,Andradina,43,721,0,6,0,7,195,218,8,7,32,33,0.27157519389017243,Baixo
2022,3502200,Angatuba,7,236,1,1,0,1,22,72,1,1,9,5,0.19656382437130565,Muito Baixo
2022,3502309,Anhembi,4,42,0,2,0,0,5,11,0,1,6,0,0.13057654935387794,Muito Baixo
2022,3502408,Anhumas,0,22,0,0,0,1,4,19,1,1,4,1,0.2188969931290732,Baixo
2022,3502507,Aparecida,18,417,0,5,1,3,41,152,13,11,20,71,0.3358895698615253,Baixo
2022,3502606,Aparecida d'Oeste,1,21,0,0,0,0,8,30,1,0,1,1,0.33998800373981036,Baixo
2022,3502705,Apiai,10,157,0,3,0,5,26,86,2,1,20,4,0.1824218743283604,Muito Baixo
2022,3502754,Aracariguama,14,191,0,9,0,0,21,61,3,8,12,36,0.2006740522699004,Baixo
2022,3502804,Aracatuba,156,2256,0,18,1,14,1006,766,25,29,76,181,0.26835416529829215,Baixo
2022,3502903,Aracoiaba da Serra,24,313,0,3,1,2,19,115,3,1,22,24,0.23247914959908073,Baixo
2022,3503000,Aramina,5,70,0,1,0,0,5,23,0,0,2,9,0.31794785795181996,Baixo
2022,3503109,Arandu,2,24,0,0,0,0,2,38,0,0,4,0,0.2258253569211084,Baixo
2022,3503158,Arapei,0,5,0,0,0,0,0,10,1,0,0,0,0.14035734718850768,Muito Baixo
2022,3503208,Araraquara,293,2837,0,26,1,18,717,763,10,19,86,285,0.2481009108531861,Baixo
2022,3503307,Araras,308,1338,2,12,0,8,528,485,13,10,56,187,0.2700309845497004,Baixo
2022,3503356,Arco-Iris,0,8,0,0,0,0,1,10,0,0,0,0,0.19616258474544154,Muito Baixo
2022,3503406,Arealva,2,112,0,4,0,1,12,55,1,0,5,2,0.4715498741773566,Médio
2022,3503505,Areias,1,20,0,0,0,0,2,24,0,1,0,2,0.31528943601571735,Baixo
2022,3503604,Areiopolis,1,27,0,0,0,0,7,42,1,5,2,1,0.14194054875788917,Muito Baixo
2022,3503703,Ariranha,7,84,0,0,0,2,8,35,0,0,4,5,0.3062997210638923,Baixo
2022,3503802,Artur Nogueira,89,354,0,3,0,2,102,189,2,3,12,52,0.20764558072115305,Baixo
2022,3503901,Aruja,158,668,0,7,0,5,96,326,3,7,38,278,0.22741255410137037,Baixo
2022,3503950,Aspasia,0,4,0,0,0,0,0,5,0,0,2,0,0.06157721601273177,Muito Baixo
2022,3504008,Assis,141,848,0,9,0,7,415,369,8,13,23,65,0.22520085095530704,Baixo
2022,3504107,Atibaia,128,1268,0,14,1,5,156,456,4,8,51,232,0.17256341233175496,Muito Baixo
2022,3504206,Auriflama,4,101,0,2,0,2,19,55,1,3,6,3,0.22053838356386227,Baixo
2022,3504305,Avai,1,38,0,0,0,0,4,31,1,2,4,0,0.3660216364160431,Baixo
2022,3504404,Avanhandava,10,112,0,3,0,0,18,33,1,0,5,4,0.21393258060404108,Baixo
