,cod_ibge,Municipio,Ano,IPDM,Consumo anual de energia elétrica residencial,Consumo anual de energia elétrica comercial,Rendimento do trabalho formal,Produto Interno Bruto per capita,Indicador Riqueza,Taxas de mortalidade infantil,Taxas de mortalidade perinatal,Taxas de mortalidade 15 a 39 anos,Taxas de mortalidade 60 a 69 anos,Indicador Longevidade,Taxa de atendimento escolar na faixa etária de 0 a 3 anos,Proporção média de alunos do 5º ano com proficiência em Língua Portuguesa e Matemática,Proporção média de alunos do 9º ano com proficiência em Língua Portuguesa e Matemática,Taxas de distorção idade-série no Ensino Médio,Indicador Escolaridade
17,3500402,Águas da Prata,2018,0.568,2.45585738539898,7.72007722007722,807.797047512659,36510.7243767027,0.317,8.84955752212389,8.8339222614841,0.593330960009493,17.9299103504482,0.772,39.9339933993399,74.6172772834783,37.9637096774194,14.9068322981366,0.616
18,3500402,Águas da Prata,2020,0.585,2.60137931171196,7.65697872340426,785.270272151493,33627.587001085,0.317,7.73694390715667,7.72200772200772,0.474664768007595,18.0908391070054,0.792,37.0860927152318,75.9003080916667,46.5556332337931,17.3553719008264,0.647
19,3500402,Águas da Prata,2022,0.569,2.40418326772469,7.42019601471168,841.514265509482,29785.210312076,0.306,8.31600831600832,8.2815734989648,0.836920133907221,15.3340635268346,0.781,36.0544217687075,70.385,40.83,11.84,0.621
20,3500501,Águas de Lindóia,2014,0.558,2.63339764782328,19.8229273285568,1287.46632086235,45543.7288084405,0.396,5.73888091822095,9.98573466476462,1.55128950940469,19.8902606310014,0.723,43.5340572556762,64.5921391752538,36.8810845451447,22.2433460076046,0.556
21,3500501,Águas de Lindóia,2016,0.554,2.50043000614438,19.9238095238095,1263.67685095238,45592.2731492607,0.391,6.14439324116743,12.1765601217656,1.45900204260286,12.9247446320617,0.747,43.3998100664767,61.4565320203521,30.5209239130426,20.0351493848858,0.523
22,3500501,Águas de Lindóia,2018,0.603,2.85027322404372,18.5187891440501,1299.07281339606,45543.7288084405,0.402,7.88643533123028,9.41915227629513,1.32333480370534,14.6163215590743,0.755,48.4515484515485,81.3573450561765,38.3363056863129,15.863453815261,0.653
23,3500501,Águas de Lindóia,2020,0.614,2.80888281501639,14.4293054945055,1202.08605667872,37963.4476115918,0.379,4.64396284829721,10.7692307692308,0.946828125778642,20.0617283950617,0.753,50.3695881731785,79.3575925400782,50.8907979259575,15.9929701230228,0.71
24,3500501,Águas de Lindóia,2022,0.611,2.80165620219312,18.8600057603687,1334.74719809951,34312.9707112971,0.391,3.27332242225859,3.26797385620915,1.63298632373954,20.073664825046,0.783,48.5342019543974,69.035,46.785,14.26,0.659
25,3500550,Águas de Santa Bárbara,2014,0.519,2.53738712123607,17.6315789473684,1407.17117016205,47871.7539764304,0.393,13.3079847908745,15.0943396226415,1.24320124320124,17.1617161716172,0.671,50.3246753246753,61.8985628965993,21.4332200266225,20.3319502074689,0.492
26,3500550,Águas de Santa Bárbara,2016,0.571,2.42271195214896,18.4760563380282,1239.88588334852,48836.8372900653,0.386,12.5448028673835,17.7619893428064,0.612463634971673,20.5314009661836,0.669,83.7662337662338,66.3688003921794,33.5882136027778,13.1914893617021,0.657
27,3500550,Águas de Santa Bárbara,2018,0.587,2.8315683308119,23.9909090909091,1283.57330855903,47871.7539764304,0.414,15.2671755725191,20.7939508506616,0.460829493087558,20.1660735468565,0.64,52.4590163934426,72.3255640216495,48.2389334446875,8.58585858585858,0.706
28,3500550,Águas de Santa Bárbara,2020,0.586,3.01404369220892,29.3534469453376,1272.63901991776,47464.0031709784,0.429,14.3737166324435,18.3299389002037,1.230012300123,18.4225676453656,0.635,50.6578947368421,73.0604711776974,46.0489737109876,9.0,0.693
29,3500550,Águas de Santa Bárbara,2022,0.583,2.99133551013739,31.8830496183206,1165.42080260676,31852.8960223308,0.411,10.8459869848156,10.8225108225108,1.08325595790777,22.892238972641,0.695,63.5451505016722,60.02,37.665,6.67,0.642
30,3500600,Águas de São Pedro,2014,0.666,4.08750960004196,32.5103092783505,2507.14623110841,75186.6755457636,0.535,5.49450549450549,0.0,1.73973556019485,18.6335403726708,0.797,79.3388429752066,66.9749540441133,40.53125,18.2857142857143,0.665
31,3500600,Águas de São Pedro,2016,0.636,4.03796604975108,33.2265193370166,2391.99754375423,80391.0442823417,0.528,10.9289617486339,10.9289617486339,1.9588638589618,11.3168724279835,0.712,62.8787878787879,79.7762916681111,40.8143474143284,20.6451612903226,0.669
32,3500600,Águas de São Pedro,2018,0.691,4.67021276595745,36.4917127071823,2337.25209639966,75186.6755457636,0.552,10.5263157894737,10.5263157894737,1.29575639779721,13.2924335378323,0.74,54.8148148148148,79.8517520220755,65.5545222048913,19.327731092437,0.78
33,3500600,Águas de São Pedro,2020,0.7,4.90913432070253,31.2715602409639,2186.74657576286,62042.9456210681,0.543,15.0,10.0,0.0,18.348623853211,0.755,68.6567164179104,88.437372559643,56.2972440681633,16.3636363636364,0.801
34,3500600,Águas de São Pedro,2022,0.701,3.93581311038495,42.0554630872483,2554.07780770825,55880.5325656711,0.522,4.83091787439614,0.0,0.940733772342427,31.936127744511,0.769,77.037037037037,77.74,59.08,12.04,0.812
35,3500709,Agudos,2014,0.498,2.29169776893091,13.5043227665706,1232.26007806978,103498.517943217,0.407,12.3136746597537,17.3521850899743,1.49894392587041,17.5368139223561,0.645,49.0329325666492,42.7519439465998,19.5797464437548,13.9563862928349,0.441
36,3500709,Agudos,2016,0.535,2.12210915818686,12.9089108910891,1285.63384346293,129715.467414487,0.402,13.7165251469628,11.71875,1.34749343382437,19.3013617525163,0.677,55.3562005277045,59.2509064752391,23.1316812967784,13.9475367882278,0.525
37,3500709,Agudos,2018,0.55,2.40736506899649,13.1417697431018,1316.23404826546,103498.517943217,0.405,15.1228733459357,8.17610062893082,1.40394485488734,18.969260655925,0.695,56.2803234501348,66.3216169437286,20.9833419345979,11.2606232294618,0.55
38,3500709,Agudos,2020,0.562,2.44996634748108,13.9965261538462,1269.81760255423,89798.6596140332,0.402,16.2337662337662,10.989010989011,1.3558688080043,17.2634271099744,0.679,57.6392719249862,66.3158032229622,31.8464701126029,11.4285714285714,0.605
39,3500709,Agudos,2022,0.518,2.49464753414952,13.1402156862745,1357.79522384605,73594.4180364872,0.396,14.4927536231884,18.4804928131417,1.73759878130058,20.7514858466808,0.595,55.6373937677054,56.74,29.87,11.58,0.563
40,3500758,Alambari,2014,0.438,1.9167100468506,14.7772727272727,626.455483997823,30202.1789955141,0.302,13.1004366812227,34.1151385927505,1.36239782016349,16.3934426229508,0.528,40.0735294117647,56.7595307917853,18.417634136558,8.88888888888889,0.484
41,3500758,Alambari,2016,0.449,1.81748318924111,15.0863636363636,598.648837726074,28922.4093669219,0.296,16.597510373444,32.6530612244898,1.12139052425007,15.2979066022544,0.537,46.2093862815885,65.4543636051724,24.400390398172,19.7802197802198,0.513
42,3500758,Alambari,2018,0.477,2.63707571801567,13.8097345132743,637.418265785652,30202.1789955141,0.329,18.8284518828452,28.8659793814433,1.10238390519498,11.6550116550117,0.573,38.0622837370242,79.3984622343284,22.4574669190217,21.4545454545455,0.528
43,3500758,Alambari,2020,0.513,2.66822600074485,14.5852117117117,494.724140481252,29528.6654245899,0.319,13.9165009940358,17.7514792899408,1.33600534402138,12.3456790123457,0.669,33.8870431893688,78.1673187317074,27.8320817903933,18.695652173913,0.552
44,3500758,Alambari,2022,0.504,2.6861776696834,15.5370783410138,580.651474541751,22165.7152177459,0.318,11.7647058823529,13.64522417154,1.44641683103222,24.896265560166,0.639,42.2950819672131,63.8,27.8320817903933,9.05,0.555
45,3500808,Alfredo Marcondes,2014,0.551,1.98808689558514,3.67291066282421,1128.09860011732,35766.8198601784,0.287,10.4529616724739,3.47222222222222,0.713266761768902,14.026402640264,0.818,42.483660130719,55.7368637109979,33.0952380952445,10.958904109589,0.549
