,Municipio,Agropecuária,Indústria,Administração pública,Serviços (exceto administração pública),Valor adicionado,Impostos líquido de subsídios,PIB,PIB per capita,Ano
3382,Dois Córregos,93452.534,111530.111,106940.768,306130.067,618053.48,68070.459,686123.939,25651.41090922686,2019
3383,Dolcinópolis,12986.047,2511.83,13024.102,17494.887,46016.866,1611.421,47628.288,23278.733137829913,2019
3384,Dourado,19420.175,143895.674,40790.633,158875.598,362982.081,108346.706,471328.786,55489.61455144809,2019
3385,Dracena,41773.015,143808.817,174592.407,827076.955,1187251.195,100585.183,1287836.377,28718.142382481492,2019
3386,Duartina,13676.636,27064.292,52896.862,136388.728,230026.518,11820.723,241847.241,20148.899525118723,2019
3387,Dumont,20108.713,47062.003,39534.55,116531.192,223236.458,33236.002,256472.46,27154.310217046055,2019
3388,Echaporã,35522.461,6880.86,28048.742,51843.661,122295.724,5415.422,127711.145,20512.551397365885,2019
3389,Eldorado,136561.044,13212.704,63984.224,84850.954,298608.926,8328.235,306937.161,20254.5308829352,2019
3390,Elias Fausto,90524.358,223097.197,78182.32,247246.721,639050.597,103863.265,742913.861,43200.20125603303,2019
3391,Elisiário,12197.147,2699.044,19883.1,27048.797,61828.087,3180.326,65008.413,18766.862875288683,2019
3392,Embaúba,13672.229,5998.241,15076.792,17467.535,52214.797,1774.262,53989.059,22411.398505603986,2019
3393,Embu das Artes,280.903,1667226.433,984306.153,9094108.025,11745921.514,2952445.945,14698367.459,54891.55830541769,2019
3394,Embu-Guaçu,2073.37,249183.326,258082.779,572733.815,1082073.289,166736.194,1248809.483,18495.12719005939,2019
3395,Emilianópolis,16488.579,4816.804,18967.224,19661.084,59933.691,1842.835,61776.526,20155.473409461665,2019
3396,Engenheiro Coelho,30334.226,78986.647,85121.648,281789.175,476231.695,59076.82,535308.515,26662.77406983115,2019
3397,Espírito Santo do Pinhal,94850.604,396971.552,167303.773,731497.628,1390623.557,142650.835,1533274.393,36062.61949337912,2019
3398,Espírito Santo do Turvo,15338.429,4072.959,24182.923,26430.872,70025.184,3752.844,73778.028,15561.701750685512,2019
3399,Estiva Gerbi,35819.496,106573.44,49874.571,102443.654,294711.162,25259.867,319971.028,29149.223649448846,2019
3400,Estrela do Norte,13924.032,2684.051,17173.582,15003.887,48785.551,1816.743,50602.294,19001.98798347728,2019
3401,Estrela d'Oeste,36107.254,224530.108,37455.593,217933.784,516026.739,71708.966,587735.705,72497.31158258296,2019
3402,Euclides da Cunha Paulista,37873.968,9600.31,39564.44,44339.204,131377.923,4547.783,135925.706,14262.928226652675,2019
3403,Fartura,54800.951,47308.094,64857.67,191986.261,358952.975,22651.718,381604.693,24449.301191696566,2019
3404,Fernando Prestes,74841.938,16397.589,28067.246,73906.207,193212.98,11359.808,204572.789,36727.61023339318,2019
3405,Fernandópolis,75073.67,289350.381,280192.885,1393664.386,2038281.322,199427.788,2237709.109,33905.19718480584,2019
3406,Fernão,24689.027,2864.041,12503.698,21870.785,61927.551,3133.3,65060.85,39671.25,2019
3407,Ferraz de Vasconcelos,1979.689,839883.956,640941.098,1488684.777,2971489.521,343535.425,3315024.946,17399.970323169866,2019
3408,Flora Rica,10295.804,1656.722,12188.139,10353.42,34494.085,886.562,35380.647,22099.09244222361,2019
3409,Floreal,17720.414,4379.295,18140.023,21812.513,62052.245,2670.205,64722.45,22551.37630662021,2019
3410,Flórida Paulista,38351.45,21798.991,56210.021,86714.812,203075.274,9638.464,212713.738,17458.448621142485,2019
3411,Florínea,33965.261,5175.225,18757.374,71158.172,129056.033,14757.148,143813.181,53008.91301142647,2019
3412,Franca,74965.341,1633088.34,1261882.338,6203824.535,9173760.554,998151.782,10171912.336,29923.990103699343,2019
3413,Francisco Morato,471.515,108230.205,576425.812,822644.816,1507772.348,81260.906,1589033.255,9223.389742458628,2019
3414,Franco da Rocha,3143.349,932668.67,523850.03,1532509.386,2992171.435,324200.182,3316371.616,22086.90995064968,2019
3415,Gabriel Monteiro,19163.395,14237.322,15734.33,25189.065,74324.112,3306.968,77631.08,28880.610119047622,2019
3416,Gália,28942.391,9533.476,29293.354,75021.084,142790.304,8404.424,151194.729,22922.184505761066,2019
3417,Garça,102393.12,174130.657,171181.138,627849.84,1075554.755,100207.525,1175762.28,27638.98166431594,2019
3418,Gastão Vidigal,18395.35,3916.023,20488.952,27584.391,70384.717,3356.639,73741.356,15636.419847328245,2019
3419,Gavião Peixoto,29703.96,699411.485,30345.251,181197.415,940658.111,143012.539,1083670.65,236042.39817033324,2019
3420,General Salgado,36045.853,12142.155,52065.777,122357.692,222611.477,12754.997,235366.473,22089.767526982636,2019
3421,Getulina,55468.101,7324.112,45604.547,68266.697,176663.457,6933.834,183597.29,16941.70803727969,2019
3422,Glicério,26103.628,15120.318,25036.398,36513.333,102773.676,5342.175,108115.851,22847.81297548605,2019
3423,Guaiçara,16771.116,23582.019,48363.229,75453.826,164170.19,14633.173,178803.362,15124.628827609542,2019
3424,Guaimbê,14062.193,86443.107,23217.465,31439.805,155162.571,4781.551,159944.122,28970.136207208838,2019
3425,Guaíra,220278.612,710067.822,194522.997,785202.386,1910071.817,200387.092,2110458.91,54235.31750314805,2019
3426,Guapiaçu,55260.826,160909.21,83393.328,259441.286,559004.65,63880.479,622885.129,30282.713257815158,2019
3427,Guapiara,129577.439,36624.717,69592.948,91987.453,327782.556,13437.99,341220.546,19215.03243608514,2019
3428,Guará,57988.554,76004.518,90946.889,229354.063,454294.024,35263.394,489557.419,23625.008155583437,2019
3429,Guaraçaí,103997.256,11461.752,40663.002,100467.179,256589.189,12691.205,269280.394,31988.64267046804,2019
3430,Guaraci,95514.213,49550.28,56645.297,110060.096,311769.886,41753.47,353523.356,32495.942274106077,2019
3431,Guarani d'Oeste,4784.508,2666.939,12770.896,12869.301,33091.644,1377.766,34469.41,17887.60249091853,2019
3432,Guarantã,46737.175,16848.041,30574.9,56574.92,150735.036,10685.766,161420.802,24956.83395176252,2019
3433,Guararapes,210889.845,132990.915,129829.885,438627.347,912337.992,67757.034,980095.026,30676.860809415004,2019
3434,Guararema,31138.241,260194.145,130361.267,855948.199,1277641.852,213321.41,1490963.262,51309.9064629362,2019
3435,Guaratinguetá,28075.555,2261160.498,471543.446,2717328.334,5478107.833,1000888.626,6478996.459,55018.65199558424,2019
3436,Guareí,52588.897,35020.894,70298.429,64538.885,222447.105,13171.279,235618.384,15073.788241315335,2019
3437,Guariba,45481.122,184764.813,160503.199,414875.296,805624.43,74982.581,880607.011,22765.880173728707,2019
3438,Guarujá,35602.902,1073961.088,1511332.637,5350365.993,7971262.62,1125947.173,9097209.793,28994.536496513214,2019
3439,Guarulhos,37713.921,12522450.43,5570483.795,36397306.234,54527954.38,10625588.288,65153542.669,48678.28108068126,2019
3440,Guatapará,90913.7,16491.198,42364.314,67872.645,217641.857,14583.329,232225.186,31415.744859307357,2019
3441,Guzolândia,14776.047,4337.843,24325.477,24315.629,67754.995,2416.114,70171.109,13834.997831230285,2019
3442,Herculândia,61239.662,56385.453,38730.794,100017.372,256373.281,22123.616,278496.897,30258.246088657106,2019
3443,Holambra,321901.231,149383.087,76101.197,421696.508,969082.024,101335.161,1070417.184,75413.35662956178,2019
3444,Hortolândia,1086.664,4090757.343,969928.209,6834486.803,11896259.02,2842119.034,14738378.054,65091.36783761582,2019
3445,Iacanga,60867.722,41925.451,54261.256,269508.901,426563.33,61662.814,488226.144,43661.79073510999,2019
3446,Iacri,70180.364,14187.686,26734.291,53462.904,164565.245,9675.58,174240.825,27710.054866412214,2019
3447,Iaras,30862.478,8085.316,37798.741,58405.441,135151.975,11163.157,146315.132,21394.228980845157,2019
3448,Ibaté,34199.031,262038.165,134811.385,362420.336,793468.916,80518.505,873987.421,25447.29716115883,2019
3449,Ibirá,27554.409,43560.428,53270.338,106849.384,231234.559,14052.936,245287.495,20527.868022428655,2019
3450,Ibirarema,30597.039,16347.129,29927.075,86420.017,163291.26,18380.462,181671.722,24451.1065948856,2019
3451,Ibitinga,76975.055,319824.292,221728.631,777241.442,1395769.42,126607.758,1522377.178,26246.524800441355,2019
3452,Ibiúna,309985.802,249439.23,321772.359,807539.866,1688737.257,157087.044,1845824.301,24316.59773673394,2019
3453,Icém,21628.656,32931.281,40585.626,68057.535,163203.097,5675.402,168878.499,21170.678074464086,2019
3454,Iepê,37634.728,9845.452,43773.227,131605.066,222858.472,31943.837,254802.309,32294.33574144487,2019
3455,Igaraçu do Tietê,10018.723,19343.372,90965.679,186929.792,307257.566,19502.81,326760.377,13583.885969652878,2019
3456,Igarapava,56495.538,151156.057,122892.95,767989.691,1098534.237,158805.719,1257339.956,42889.20575794788,2019
3457,Igaratá,1487.799,20995.297,47126.152,118113.571,187722.819,22302.897,210025.716,22671.169689119168,2019
3458,Iguape,81367.936,589059.663,136606.596,428874.639,1235908.834,24394.335,1260303.169,42884.9587927045,2019
3459,Ilha Comprida,3932.645,619588.84,86900.135,323620.695,1034042.315,11461.151,1045503.466,102873.50841287023,2019
3460,Ilha Solteira,57973.058,31184.314,132983.774,398764.505,620905.652,34045.348,654951,25489.43374197315,2019
3461,Ilhabela,3073.976,10360901.14,282975.167,4187838.994,14834789.277,130700.693,14965489.97,453939.8801868479,2019
3462,Indaiatuba,32960.086,4857374.542,1118174.98,7246538.177,13255047.785,3457105.539,16712153.324,69811.11789499187,2019
3463,Indiana,11324.233,3272.756,23434.091,31426.764,69457.845,3141.195,72599.04,15188.083682008368,2019
3464,Indiaporã,19436.009,4901.223,21061.259,42564.681,87963.172,4020.193,91983.364,23848.422089707026,2019
3465,Inúbia Paulista,6321.594,6418.548,19525.873,87351.356,119617.371,13837.254,133454.625,34511.15205585725,2019
3466,Ipaussu,32472.05,75710.492,65283.339,178482.231,351948.112,37668.121,389616.233,27019.156241331482,2019
3467,Iperó,15210.096,192928.889,138828.258,248804.794,595772.037,88425.809,684197.846,20261.122508809854,2019
3468,Ipeúna,16709.456,329329.883,35158.326,217647.861,598845.525,88246.614,687092.139,92775.06602754524,2019
3469,Ipiguá,22564.024,17608.18,25222.019,31945.336,97339.559,9929.814,107269.373,20800.731626914876,2019
3470,Iporanga,6088.363,3138.131,24680.952,22199.84,56107.285,1825.591,57932.876,13187.542909173684,2019
3471,Ipuã,76074.819,28537.595,74696.204,180215.357,359523.975,26200.717,385724.692,24579.41069266552,2019
3472,Iracemápolis,18590.805,660624.303,106262.589,656183.342,1441661.039,566370.166,2008031.204,86122.4568536627,2019
3473,Irapuã,59840.555,9233.457,32832.964,54694.847,156601.823,5770.531,162372.354,21114.74044213264,2019
3474,Irapuru,15850.265,2660.248,31310.526,42265.426,92086.465,3906.525,95992.99,13014.234002169198,2019
3475,Itaberá,154706.207,28790.583,72195.49,285305.433,540997.713,54049.262,595046.974,33757.699778748516,2019
3476,Itaí,178352.629,82639.704,117984.29,291637.398,670614.022,58945.244,729559.265,27788.499466747926,2019
3477,Itajobi,191670.852,62800.692,70576.194,235208.201,560255.939,40451.805,600707.744,41102.13780362641,2019
3478,Itaju,34681.04,9105.884,20313.13,28995.677,93095.731,6354.747,99450.479,27510.505947441216,2019
3479,Itanhaém,39894.54,149839.452,483839.712,1252546.563,1926120.267,114166.62,2040286.887,20911.220643852044,2019
3480,Itaoca,4883.753,5989.457,16449.545,13487.052,40809.807,1696.108,42505.915,13341.467357187696,2019
3481,Itapecerica da Serra,17937.153,627001.295,639563.729,2154696.926,3439199.103,442076.817,3881275.92,23114.39005216894,2019
3482,Itapetininga,264146.867,1007793.76,616118.018,2497744.122,4385802.767,519629.733,4905432.5,30938.75549500798,2019
3483,Itapeva,766791.084,286190.539,391168.23,1309804.732,2753954.585,215848.539,2969803.124,32540.43854708815,2019
3484,Itapevi,257.495,2428527.485,896784.14,6632072.947,9957642.067,2093967.601,12051609.668,51543.13506346871,2019
3485,Itapira,60988.076,1376017.34,323644.191,1626865.782,3387515.389,463268.78,3850784.168,54033.95964415009,2019
3486,Itapirapuã Paulista,3141.342,1964.035,21548.015,17186.8,43840.191,1882.124,45722.315,11033.377171814673,2019
3487,Itápolis,159164.428,213078.381,168229.174,672217.771,1212689.754,123500.996,1336190.75,32271.24139596667,2019
3488,Itaporanga,31313.589,12137.004,60112.55,169573.219,273136.362,24421.751,297558.113,20282.06073205644,2019
3489,Itapuí,16401.183,180796.761,57927.228,339878.513,595003.686,117929.123,712932.81,52336.86756717075,2019
3490,Itapura,31179.746,4667.069,27320.673,28926.058,92093.546,3252.657,95346.204,19618.56049382716,2019
3491,Itaquaquecetuba,10474.336,1697222.895,1264646.495,3689539.585,6661883.311,997424.749,7659308.06,20956.272565596868,2019
3492,Itararé,94037.359,93451.247,186678.297,504592.712,878759.616,68503.193,947262.808,19375.7861277588,2019
3493,Itariri,95318.845,12484.064,65645.774,136226.158,309674.841,20479.005,330153.846,19321.93164393984,2019
3494,Itatiba,581864.322,1752635.776,517095.86,2449030.922,5300626.88,1097149.209,6397776.089,54980.24396510978,2019
3495,Itatinga,47453.112,85526.469,83392.916,152944.335,369316.833,31807.984,401124.817,19769.581912272057,2019
3496,Itirapina,51342.209,147404.955,86140.609,258370.525,543258.299,178275.791,721534.09,42443.181764705885,2019
3497,Itirapuã,30091.703,7532.334,28355.487,34427.206,100406.729,3350.158,103756.887,16622.37856456264,2019
3498,Itobi,31256.212,11893.016,28123.921,59651.563,130924.712,7838.659,138763.371,18251.133894515322,2019
3499,Itu,45074.57,2133835.228,731345.279,4229380.727,7139635.804,1637155.239,8776791.043,52164.55699189311,2019
3500,Itupeva,31284.646,2725034.924,329468.007,2796919.329,5882706.907,1492121.63,7374828.537,127804.45960418688,2019
3501,Ituverava,138725.027,388384.269,178014.348,703765.957,1408889.601,178733.897,1587623.498,39585.68538373311,2019
3502,Jaborandi,47440.485,7493.327,32569.99,46080.039,133583.841,4619.358,138203.198,20720.11964017991,2019
3503,Jaboticabal,138158.577,551786.754,338362.036,1626348.208,2654655.574,297118.317,2951773.892,39892.070870611125,2019
3504,Jacareí,25335.353,4262714.851,890392.209,5906556.581,11084998.993,2317133.709,13402132.702,59208.46768129707,2019
3505,Jaci,26781.968,178122.503,31028.137,154033.099,389965.707,58287.734,448253.441,65543.71121508993,2019
3506,Jacupiranga,112099.8,31780.034,73428.032,242697.964,460005.83,29899.464,489905.294,28469.624244537423,2019
3507,Jaguariúna,12107.929,3356465.044,341575.626,5552772.056,9262920.655,2747743.124,12010663.779,222729.04550764948,2019
3508,Jales,64829.324,213702.177,194704.382,1013980.268,1487216.151,133993.632,1621209.784,34320.760928932825,2019
3509,Jambeiro,6979.155,82041.298,30041.167,66750.087,185811.706,71177.36,256989.066,41868.53470185728,2019
3510,Jandira,514.989,997047.088,460441.469,1920001.592,3378005.139,781062.368,4159067.508,34075.913807935896,2019
3511,Jardinópolis,91309.224,158836.672,192180.595,649950.235,1092276.725,126339.691,1218616.416,28739.59756615254,2019
3512,Jarinu,38154.158,359504.959,163963.438,1572706.25,2134328.806,389896.381,2524225.187,86372.1193156544,2019
3513,Jaú,82180.372,730579.175,559685.481,3038856.084,4411301.112,498427.286,4909728.399,33642.10222694258,2019
3514,Jeriquara,49051.741,6828.545,17963.817,28014.076,101858.18,3169.275,105027.455,33416.30766783328,2019
3515,Joanópolis,16752.92,11872.001,52742.564,120652.683,202020.168,10976.041,212996.209,16927.299451641105,2019
3516,João Ramalho,65275.341,2749.015,23997.663,31394.727,123416.746,3569.416,126986.161,29118.587709240997,2019
3517,José Bonifácio,121810.928,267893.491,159617.333,600732.113,1150053.864,113861.588,1263915.453,35440.52527829964,2019
3518,Júlio Mesquita,6532.538,1616.691,21014.605,22256.637,51420.471,2201.434,53621.905,11614.014511587611,2019
3519,Jumirim,13314.836,49888.872,18187.936,39927.261,121318.905,19919.279,141238.185,43351.19244935543,2019
3520,Jundiaí,130660.419,9066063.898,2100144.443,26776979.552,38073848.312,8885434.5,46959282.812,116302.3481545141,2019
3521,Junqueirópolis,51272.291,151022.54,84642.843,325026.539,611964.213,62273.794,674238.007,33826.91185029099,2019
3522,Juquiá,94377.628,19478.019,76581.545,141009.153,331446.343,15575.074,347021.417,18415.48593716833,2019
3523,Juquitiba,780.844,62103.069,117726.4,324182.878,504793.191,42832.784,547625.974,18121.30953011251,2019
3524,Lagoinha,7061.285,3169.042,22474.165,26835.738,59540.231,2357.639,61897.869,12844.546378916788,2019
3525,Laranjal Paulista,26292.292,411281.486,118037.338,433514.977,989126.092,161085.985,1150212.077,41704.57131979695,2019
3526,Lavínia,50853.755,4327.218,48299.209,46116.181,149596.364,6087.991,155684.355,18264.236860628815,2019
3527,Lavrinhas,3714.548,20525.887,30311.11,38079.057,92630.602,10706.389,103336.991,14536.07975805317,2019
3528,Leme,71011.095,778343.734,403123.962,1659108.283,2911587.074,465794.767,3377381.84,33750.53053393159,2019
3529,Lençóis Paulista,84220.287,890977.674,291671.219,1461455.195,2728324.375,348989.067,3077313.442,46717.981509032936,2019
3530,Limeira,84866.941,4043181.121,1185176.039,6444068.197,11757292.297,2040781.18,13798073.478,46869.72974129732,2019
3531,Lindóia,5960.892,52495.817,36248.543,83164.765,177870.017,18278.595,196148.611,25700.81381027254,2019
3532,Lins,80449.761,2355705.747,269742.378,2174682.562,4880580.448,606431.969,5487012.418,73392.08456054465,2019
3533,Lorena,9424.045,859989.026,321449.869,1404227.485,2595090.426,328415.815,2923506.241,33900.44111644519,2019
3534,Lourdes,5457.935,1825.687,14643.807,11936.354,33863.783,1264.504,35128.286,16121.287746672784,2019
3535,Louveira,33392.469,4060129.696,310175.098,8393685.251,12797382.513,3119056.033,15916438.545,336955.68094250147,2019
3536,Lucélia,24828.913,85401.208,89886.03,212168.815,412284.966,38542.985,450827.951,21558.337366105585,2019
3537,Lucianópolis,15933.216,2738.406,15738.874,17472.827,51883.323,2035.946,53919.27,23868.645418326694,2019
3538,Luís Antônio,70921.324,744485.111,84816.036,373375.578,1273598.048,160567.58,1434165.629,103125.44970158912,2019
3539,Luiziânia,16174.586,3903.926,24841.844,28706.035,73626.392,2226.285,75852.677,13354.344542253519,2019
3540,Lupércio,12138.882,11195.463,21703.99,30983.107,76021.442,4024.279,80045.72,18134.508382419575,2019
3541,Lutécia,31604.222,6945.39,16714.619,17538.695,72802.925,2233.345,75036.27,28541.75351844808,2019
3542,Macatuba,38137.786,63875.688,73509.496,397238.959,572761.93,84900.484,657662.413,38991.07209343689,2019
3543,Macaubal,41810.664,7839.516,32256.912,79710.613,161617.705,8861.86,170479.565,22008.72256648593,2019
3544,Macedônia,23825.7,7072.808,19579.758,21825.235,72303.501,2981.918,75285.418,21017.704634282523,2019
3545,Magda,34399.153,4753.661,18964.888,33697.488,91815.189,3916.091,95731.281,30891.023233301064,2019
3546,Mairinque,19092.335,663061.394,220475.907,757440.18,1660069.816,295931.074,1956000.89,42496.814695722074,2019
3547,Mairiporã,729.877,314405.91,353914.07,954394.573,1623444.43,205817.242,1829261.672,18886.405302717434,2019
3548,Manduri,43438.608,31893.585,38122.215,95515.5,208969.908,19988.458,228958.366,24164.47134564644,2019
3549,Marabá Paulista,45180.768,3814.368,30862.12,22784.149,102641.406,2443.803,105085.209,21367.468279788533,2019
3550,Maracaí,66805.304,50338.063,65878.843,202265.242,385287.452,36134.595,421422.047,31204.890559052204,2019
3551,Marapoama,37633.639,89896.652,19973.07,61338.162,208841.524,20283.407,229124.93,79557.26736111111,2019
3552,Mariápolis,18554.995,3221.978,18286.277,17385.632,57448.882,1394.851,58843.733,14825.83345930965,2019
3553,Marília,74052.372,1037513.561,984637.183,5418102.596,7514305.713,884302.467,8398608.18,36491.254464402096,2019
3554,Marinópolis,7260.614,1912.342,13318.736,14000.347,36492.039,1224.6,37716.638,17977.425166825546,2019
3555,Martinópolis,43856.24,49634.718,115114.608,268529.106,477134.672,36918.241,514052.913,20138.404489540077,2019
3556,Matão,65248.753,1296266.447,305908.397,1717838.898,3385262.496,576328.782,3961591.278,49683.84767231865,2019
3557,Mauá,14.518,5385863.215,1538663.027,6993760.643,13918301.404,2365921.104,16284222.508,35709.44806806719,2019
3558,Mendonça,14174.658,76080.574,30254.702,84806.027,205315.96,25437.408,230753.368,46095.3591689972,2019
3559,Meridiano,23454.147,141286.147,25762.499,96445.873,286948.666,30554.107,317502.772,84644.83391095708,2019
3560,Mesópolis,28733.624,2819.306,14015.496,13853.446,59421.872,1474.586,60896.458,32186.288583509515,2019
3561,Miguelópolis,168212.276,320460.632,103701.747,221773.824,814148.48,23025.209,837173.689,39243.129845778836,2019
3562,Mineiros do Tietê,18688.591,23544.352,48952.984,71384.265,162570.191,14076.485,176646.676,14084.41046085154,2019
3563,Mira Estrela,16862.358,5193.577,20087.092,23084.267,65227.293,2161.173,67388.466,23015.18647540984,2019
3564,Miracatu,55493.898,21685.61,81036.259,228857.449,387073.217,27641.981,414715.198,20785.645449077787,2019
3565,Mirandópolis,112346.015,60996.739,113143.012,317722.769,604208.535,47996.041,652204.575,22849.895771292435,2019
3566,Mirante do Paranapanema,73874.786,116645.142,74753.299,140783.843,406057.069,32789.895,438846.964,24792.21309530535,2019
3567,Mirassol,38132.382,418595.535,237877.09,1041166.054,1735771.061,204045.337,1939816.399,33770.001027123006,2019
3568,Mirassolândia,87707.7,15050.471,22747.034,41048.744,166553.949,8491.388,175045.337,37555.317957519845,2019
3569,Mococa,148236.796,478058.734,267966.737,1123886.47,2018148.737,228295.63,2246444.368,33678.310840591876,2019
3570,Mogi das Cruzes,358319.532,3472120.375,1596481.805,8657353.342,14084275.054,2206001.728,16290276.781,38027.27641788675,2019
3571,Mogi Guaçu,236807.324,1413284.587,625937.846,2758829.033,5034858.79,734833.178,5769691.968,39180.57278672271,2019
3572,Mogi Mirim,141394.979,1018309.062,449083.641,2419019.775,4027807.457,827435.788,4855243.245,53893.852135110836,2019
3573,Mombuca,23867.216,19794.298,20596.461,30307.911,94565.886,4772.504,99338.39,29867.22489476849,2019
3574,Monções,6650.845,8542.978,16387.15,21506.91,53087.882,5676.384,58764.266,27055.37108655617,2019
3575,Mongaguá,4083.692,134872.669,281805.374,641612.475,1062374.21,57352.936,1119727.146,20818.963743864344,2019
3576,Monte Alegre do Sul,44783.242,20096.725,36459.691,77312.965,178652.623,14630.661,193283.284,25118.035607537364,2019
3577,Monte Alto,198647.474,490920.899,194898.27,890598.912,1775065.555,235874.245,2010939.8,41672.32675729443,2019
3578,Monte Aprazível,67973.525,149861.798,102753.216,305506.231,626094.77,47379.955,673474.725,28880.943651099962,2019
3579,Monte Azul Paulista,34727.087,36832.025,84902.961,354524.54,510986.613,54570.073,565556.686,30967.348518863277,2019
3580,Monte Castelo,29221.01,5737.957,21935.122,39106.986,96001.076,3797.222,99798.297,24968.30047535652,2019
3581,Monte Mor,62667.451,1691729.41,258510.601,943809.813,2956717.275,544497.203,3501214.478,59841.63666507145,2019
3582,Monteiro Lobato,2885.053,7757.388,20337.259,30854.572,61834.272,3531.648,65365.92,14751.956668923493,2019
3583,Morro Agudo,217662.639,189499.876,150353.884,443396.162,1000912.562,84529.777,1085442.339,33907.35783456203,2019
3584,Morungaba,18815.962,209112.913,56889.758,158105.521,442924.155,65674.802,508598.956,38821.38432180749,2019
3585,Motuca,27808.354,11689.939,23096.463,22540.324,85135.079,2836.616,87971.695,19107.66615986099,2019
3586,Murutinga do Sul,17731.546,1977.225,24485.07,25474.469,69668.31,2611.622,72279.932,16915.500117013806,2019
3587,Nantes,23887.816,2163.963,19559.655,54908.467,100519.9,10550.893,111070.793,36596.63690280066,2019
3588,Narandiba,27781.556,43788.368,34327.888,59840.928,165738.741,14982.41,180721.151,37784.058331591055,2019
3589,Natividade da Serra,7055.811,2679.496,32333.164,28988.366,71056.837,2483.735,73540.573,10986.043172990738,2019
3590,Nazaré Paulista,15892.072,75015.245,78639.864,154971.958,324519.139,40800.409,365319.548,20026.28812630194,2019
3591,Neves Paulista,29785.2,36142.737,34368.951,108479.177,208776.066,20874.181,229650.247,26582.96643129992,2019
3592,Nhandeara,46394.634,44101.188,51182.949,166247.05,307925.822,20886.046,328811.867,30490.714669881305,2019
3593,Nipoã,15813.482,7434.765,22685.993,38825.146,84759.386,5107.132,89866.518,18321.410397553518,2019
3594,Nova Aliança,30197.553,32730.272,31689.424,62929.727,157546.977,11129.384,168676.361,26372.164008755473,2019
3595,Nova Campina,11143.207,26240.785,41568.246,34566.033,113518.272,12969.85,126488.122,13246.21656717981,2019
3596,Nova Canaã Paulista,11415.909,2157.781,12867.988,10906.454,37348.132,1090.243,38438.374,19681.707117255504,2019
3597,Nova Castilho,19990.606,1368.736,12991.385,10538.675,44889.402,1143.275,46032.677,39277.028156996595,2019
3598,Nova Europa,16496.137,78500.061,52548.09,104336.222,251880.511,24705.231,276585.741,26080.69222065063,2019
3599,Nova Granada,82435.193,32704.931,80272.257,213237.869,408650.249,26463.896,435114.144,20971.37767495662,2019
3600,Nova Guataporanga,3210.107,1867.204,13600.06,13310.708,31988.08,1228.357,33216.436,15167.322374429225,2019
3601,Nova Independência,19134.94,37660.429,26230.847,47657.437,130683.653,12491.41,143175.063,39033.55043620501,2019
3602,Nova Luzitânia,5276.108,2537.171,19073.359,17872.665,44759.304,1474.301,46233.605,11590.274504888444,2019
3603,Nova Odessa,10627.16,997723.847,259104.761,2029683.101,3297138.868,596095.876,3893234.744,67827.57093329153,2019
3604,Novais,10408.587,1826.848,25814.063,24800.888,62850.386,2039.415,64889.802,11965.665130001846,2019
3605,Novo Horizonte,104235.956,105881.996,166468.217,686268.516,1062854.685,136592.667,1199447.352,30971.063623218342,2019
3606,Nuporanga,73337.273,176830.997,39305.349,190696.58,480170.199,55817.427,535987.625,74185.1384083045,2019
3607,Ocauçu,35883.653,7402.028,21375.935,39792.388,104454.004,5068.055,109522.059,26409.94911984567,2019
3608,Óleo,54087.06,4853.457,15452.034,17763.857,92156.409,1846.993,94003.402,37038.377462568955,2019
3609,Olímpia,107233.037,430661.599,228633.865,1139444.718,1905973.218,207577.82,2113551.038,40423.6595199388,2019
3610,Onda Verde,27960.024,16657.806,24972.847,87601.855,157192.533,13810.503,171003.036,40792.70896946565,2019
3611,Oriente,10525.239,9991.287,25185.727,46083.581,91785.833,9390.568,101176.401,16193.40604993598,2019
3612,Orindiúva,45396.47,152443.147,37337.159,142806.046,377982.821,51586.695,429569.516,63621.077606635066,2019
3613,Orlândia,44630.941,531251.093,194517.618,892436.681,1662836.332,240875.362,1903711.694,45290.88321081055,2019
3614,Osasco,983.161,3573883.843,2809633.083,58268203.042,64652703.129,17255697.885,81908401.014,120567.71562185364,2019
3615,Oscar Bressane,39498.529,9239.681,15299.558,26733.962,90771.731,3567.305,94339.036,37495.64228934817,2019
3616,Osvaldo Cruz,33223.374,193842.487,114450.694,469896.451,811413.007,87016.036,898429.043,28762.615027532334,2019
3617,Ourinhos,47119.117,455467.645,463703.212,2051037.427,3017327.402,292211.218,3309538.62,30151.677887812835,2019
3618,Ouro Verde,23521.132,5359.839,36966.398,46202.643,112050.013,4174.525,116224.538,14137.518306775331,2019
3619,Ouroeste,31844.83,128486.554,71146.547,153304.274,384782.205,50124.829,434907.034,45091.44987039917,2019
3620,Pacaembu,26581.309,8394.801,55691.778,183192.423,273860.311,10211.283,284071.594,21729.640786353553,2019
3621,Palestina,95388.724,75362.017,52295.131,118251.437,341297.309,22199.598,363496.908,30140.70547263682,2019
3622,Palmares Paulista,7167.812,6818.459,45608.91,57913.517,117508.698,5270.032,122778.731,9596.586759418477,2019
3623,Palmeira d'Oeste,42403.374,12357.651,35447.116,88340.507,178548.648,6751.008,185299.656,20215.97818023129,2019
3624,Palmital,98541.879,76789.249,93285.246,360031.459,628647.833,73532.695,702180.528,32567.15959371087,2019
3625,Panorama,30200.983,21924.678,64330.462,144056.079,260512.203,14279.929,274792.132,18152.472717664157,2019
